"city","state","zip","lat","long","id_geolocation","population"
Chapel Hill,NC,27517,35.9182,-79.0035,2961,91595
Benton,KY,42025,36.8806,-88.3548,2962,19305
Emeryville,CA,94608,37.8365,-122.2804,2963,28019
San Francisco,CA,94108,37.7929,-122.4079,2964,805301
Ft Mitchell,KY,41017,39.03,-84.559,2965,38940
Murfreesboro,TN,37130,35.8478,-86.3647,2966,158701
Saint Louis,MO,63138,38.8033,-90.2065,2967,927396
Sun Valley,NV,89433,39.5955,-119.7754,2968,20188
Escondido,CA,92025,33.1101,-117.07,2969,171802
Orlando,FL,32837,28.3949,-81.4179,2970,878243
Cotton Plant,AR,72036,35.0178,-91.229,2971,817
Houston,TX,77059,29.5975,-95.1134,2972,2906700
Granbury,TX,76049,32.4488,-97.7285,2973,47119
Charleston,WV,25306,38.3175,-81.5274,2974,116525
Buffalo,NY,14217,42.9719,-78.8769,2975,564824
Houston,TX,77085,29.6218,-95.4819,2976,2906700
Montgomery,IL,60538,41.7177,-88.332,2977,26619
Paterson,NJ,7502,40.9199,-74.1932,2978,146199
Fenton,MO,63026,38.5015,-90.4683,2979,44124
Pompano Beach,FL,33069,26.2288,-80.1635,2980,425636
Bridgeport,PA,19405,40.103,-75.3402,2981,5127
Federal Way,WA,98023,47.3104,-122.3612,2982,91661
Griffith,IN,46319,41.5335,-87.4228,2983,18404
Savannah,TN,38372,35.2023,-88.2005,2984,17595
Saint Clairsville,OH,43950,40.0778,-80.9788,2985,16762
Inglewood,CA,90301,33.955,-118.3556,2986,135222
Detroit,MI,48205,42.4313,-82.9813,2987,673342
Lakeland,FL,33810,28.1479,-82.0372,2988,237282
Nashville,TN,37214,36.1633,-86.6609,2989,431336
Staten Island,NY,10308,40.5518,-74.1526,2990,468730
Bronston,KY,42518,36.9525,-84.6314,2991,2914
Cleves,OH,45002,39.1937,-84.734,2992,13388
Tulsa,OK,74135,36.0976,-95.9228,2993,413574
Tucson,AZ,85735,32.093,-111.3472,2994,865276
Irvington,NJ,7111,40.7261,-74.2313,2995,53942
Gambrills,MD,21054,39.0407,-76.6819,2996,10127
Burleson,TX,76028,32.5316,-97.309,2997,59744
Phillipsburg,NJ,8865,40.7079,-75.1507,2998,29840
Wallingford,CT,6492,41.46,-72.8222,2999,45241
Bucksport,ME,4416,44.6015,-68.7768,3000,5468
Forestville,CA,95436,38.4923,-122.9042,3001,5418
Milton Freewater,OR,97862,45.9486,-118.3912,3002,11666
Glade Hill,VA,24092,36.9859,-79.773,3003,3063
Fayetteville,NC,28301,35.0743,-78.8836,3004,238602
Northridge,CA,91326,34.2805,-118.5576,3005,96496
Pompton Plains,NJ,7444,40.9655,-74.3016,3006,11046
Dayton,OH,45424,39.8353,-84.1123,3007,479994
Stewartville,MN,55976,43.8673,-92.4547,3008,7582
Clifton Park,NY,12065,42.8499,-73.7851,3009,41776
Altoona,PA,16602,40.5052,-78.3905,3010,63424
Stone Mountain,GA,30083,33.7942,-84.2018,3011,112402
Fort Gaines,GA,39851,31.6264,-85.0548,3012,2388
Klingerstown,PA,17941,40.6676,-76.6507,3013,834
Green Bay,WI,54302,44.5025,-87.9771,3014,179116
Larkspur,CO,80118,39.2011,-104.8546,3015,5308
Anawalt,WV,24808,37.3362,-81.4151,3016,675
Tecumseh,OK,74873,35.2502,-96.9667,3017,11821
Bloomington,IL,61701,40.4783,-88.9893,3018,84349
Carlsbad,CA,92010,33.1639,-117.3009,3019,105183
Laurel,MS,39440,31.7054,-89.1312,3020,43244
Saint Paul,MN,55122,44.786,-93.2202,3021,753116
Owensboro,KY,42301,37.7513,-87.1554,3022,81349
Yuma,AZ,85365,32.7093,-114.4905,3023,141891
Belton,MO,64012,38.8161,-94.5328,3024,27260
Macomb,MI,48042,42.6735,-82.9163,3025,79580
Beltsville,MD,20705,39.0455,-76.9242,3026,26188
Griffithville,AR,72060,35.1144,-91.6242,3027,666
Kahului,HI,96732,20.8814,-156.4783,3028,24816
Saint Paul,MN,55110,45.08,-93.0223,3029,753116
Ossining,NY,10562,41.1673,-73.8538,3030,31796
Tempe,AZ,85281,33.4227,-111.9261,3031,167311
Lake Forest,IL,60045,42.2374,-87.8482,3032,20925
Bronx,NY,10455,40.8153,-73.9072,3033,1382480
Perrysburg,OH,43551,41.5429,-83.5927,3034,37002
Tennessee Ridge,TN,37178,36.3297,-87.7808,3035,2112
Groton,CT,6340,41.3572,-72.0579,3036,31242
Perry,AR,72125,35.0443,-92.7958,3037,905
Jackson,MS,39211,32.3739,-90.1293,3038,233060
Anaheim,CA,92805,33.8359,-117.9086,3039,354475
North Versailles,PA,15137,40.3762,-79.8124,3040,10228
Tustin,CA,92782,33.7346,-117.7869,3041,80773
Sutherlin,OR,97479,43.3904,-123.2974,3042,9505
Mccomb,MS,39648,31.1769,-90.4016,3043,21710
Anchorage,AK,99501,61.2116,-149.8761,3044,242037
Melbourne,FL,32934,28.1331,-80.7112,3045,139650
Graham,TX,76450,33.0993,-98.5832,3046,13258
Glenwood,AR,71943,34.3192,-93.5559,3047,4821
Bloomington,IN,47401,39.1401,-86.5083,3048,126925
Pendleton,SC,29670,34.6369,-82.7406,3049,8673
Holyoke,MA,1040,42.202,-72.6262,3050,39880
Gainesville,FL,32608,29.6132,-82.3873,3051,197025
Bakersfield,CA,93304,35.3396,-119.0218,3052,520197
Marion,WI,54950,44.6794,-88.8767,3053,3083
Vernal,UT,84078,40.4406,-109.5469,3054,25851
Louisville,KY,40219,38.1381,-85.6953,3055,736284
Dublin,GA,31021,32.4593,-82.9381,3056,38561
Palmer,MA,1069,42.1762,-72.3288,3057,8469
Belfair,WA,98528,47.4325,-122.9289,3058,9983
Saint Cloud,MN,56303,45.5713,-94.2036,3059,74438
New York City,NY,10031,40.8246,-73.9507,3060,1577385
Kaufman,TX,75142,32.546,-96.2852,3061,18982
Harrogate,TN,37752,36.5767,-83.6073,3062,6516
Minneapolis,MN,55426,44.955,-93.3829,3063,1022298
Des Moines,IA,50320,41.5487,-93.5827,3064,222785
Duncan,SC,29334,34.9176,-82.1258,3065,11331
Walnut Creek,CA,94598,37.9194,-122.0259,3066,82557
Massena,NY,13662,44.9322,-74.8845,3067,16582
Southport,NC,28461,33.9654,-78.0359,3068,16126
Seaford,DE,19973,38.6404,-75.6041,3069,23838
West Bloomfield,MI,48324,42.5961,-83.3819,3070,66323
Newark,DE,19717,39.5645,-75.597,3071,138967
Tyler,TX,75708,32.419,-95.2106,3072,144160
Bellwood,NE,68624,41.3474,-97.2747,3073,1062
Canton,MI,48187,42.332,-83.4695,3074,90173
Gilbert,AZ,85234,33.3527,-111.7809,3075,211167
Talmage,NE,68448,40.5586,-96.0138,3076,399
Lake Park,GA,31636,30.6906,-83.1753,3077,9539
Garner,NC,27529,35.6813,-78.5975,3078,42128
Piedmont,OK,73078,35.6695,-97.7431,3079,7786
East Palestine,OH,44413,40.8406,-80.5465,3080,7261
Romeoville,IL,60446,41.6404,-88.0696,3081,39807
Homestead,FL,33032,25.5303,-80.3918,3082,155317
Hightstown,NJ,8520,40.2669,-74.525,3083,27869
Philadelphia,PA,19104,39.9597,-75.2024,3084,1526206
Vale,NC,28168,35.5188,-81.4589,3085,10230
Austin,TX,78731,30.3471,-97.7609,3086,940359
Hurlock,MD,21643,38.6438,-75.863,3087,5979
Rock Falls,IL,61071,41.7665,-89.6925,3088,14381
Nashville,TN,37208,36.1762,-86.8076,3089,431336
Toledo,OH,43613,41.7039,-83.6034,3090,316948
Yonkers,NY,10701,40.9461,-73.8669,3091,177756
New Fairfield,CT,6812,41.473,-73.4978,3092,13881
Pleasanton,CA,94588,37.6873,-121.8957,3093,71726
Pittsburg,CA,94565,38.0031,-121.9172,3094,84641
Fayetteville,TN,37334,35.1527,-86.5664,3095,21700
Tulsa,OK,74126,36.2383,-95.9931,3096,413574
Rutledge,TN,37861,36.2501,-83.5125,3097,8340
Elkton,MD,21921,39.6264,-75.8458,3098,44471
Alamogordo,NM,88310,32.8932,-105.9485,3099,36630
Mifflinburg,PA,17844,40.9218,-77.0505,3100,10042
Richardson,TX,75082,32.9865,-96.686,3101,99347
Homer,MI,49245,42.1416,-84.8157,3102,4845
Austin,TX,78704,30.2428,-97.7658,3103,940359
New York City,NY,10128,40.7816,-73.9511,3104,1577385
Hartford,CT,6103,41.7672,-72.676,3105,123919
Paramus,NJ,7652,40.9477,-74.0672,3106,26342
Marissa,IL,62257,38.2455,-89.7501,3107,3214
Geneva,IL,60134,41.886,-88.311,3108,28565
Brighton,MI,48116,42.5371,-83.7756,3109,46134
Bethalto,IL,62010,38.9074,-90.0344,3110,11186
Visalia,CA,93291,36.3551,-119.301,3111,142488
Cleveland,OH,44106,41.5084,-81.6076,3112,769341
La Canada Flintridge,CA,91011,34.2217,-118.2051,3113,20280
West Palm Beach,FL,33414,26.6627,-80.253,3114,459921
Fargo,ND,58103,46.8564,-96.8123,3115,107957
Camden,ME,4843,44.2137,-69.0767,3116,4851
De Tour Village,MI,49725,45.9939,-83.9396,3117,766
Mount Pleasant,SC,29464,32.8473,-79.8206,3118,72374
Burlison,TN,38015,35.54,-89.8177,3119,2828
Healdton,OK,73438,34.229,-97.4889,3120,3708
Grand Prairie,TX,75052,32.6605,-97.0311,3121,174375
Belle Plaine,MN,56011,44.6139,-93.7604,3122,8925
Sainte Genevieve,MO,63670,37.8655,-90.1752,3123,11295
Saint Petersburg,FL,33705,27.7391,-82.6435,3124,341043
Bronx,NY,10456,40.8316,-73.9099,3125,1382480
San Antonio,TX,78245,29.4189,-98.6895,3126,1595797
Calexico,CA,92231,32.6832,-115.5028,3127,39073
Lutz,FL,33548,28.1385,-82.4821,3128,57430
Bellevue,WA,98008,47.6115,-122.1162,3129,131324
Miami,FL,33196,25.6615,-80.441,3130,1737737
Pomona,CA,91767,34.0812,-117.7362,3131,154204
Grover,NC,28073,35.1836,-81.4552,3132,5621
Dublin,TX,76446,32.0909,-98.3455,3133,9000
Mount Vernon,KY,40456,37.3983,-84.3379,3134,9300
Las Vegas,NV,89139,36.0129,-115.2118,3135,1417793
Saint Charles,IL,60174,41.9194,-88.307,3136,56316
Kansas City,MO,64132,38.9911,-94.5522,3137,545147
Sacramento,KY,42372,37.4177,-87.2736,3138,1854
Granville,OH,43023,40.0788,-82.5194,3139,13231
Washington,WV,26181,39.2068,-81.6577,3140,6127
Alhambra,CA,91801,34.0914,-118.1293,3141,83057
Toledo,OH,43614,41.6028,-83.6292,3142,316948
Taylor,AR,71861,33.108,-93.446,3143,2258
Niantic,CT,6357,41.3253,-72.2108,3144,12552
Akron,CO,80720,40.1803,-103.2259,3145,2558
Jamestown,NY,14701,42.0928,-79.244,3146,40730
Honolulu,HI,96816,21.2887,-157.8006,3147,403114
Sterling Heights,MI,48310,42.5648,-83.0701,3148,129683
Phoenix,AZ,85020,33.5623,-112.0559,3149,1312922
Abingdon,MD,21009,39.4744,-76.2997,3150,29766
San Francisco,CA,94122,37.7593,-122.4836,3151,805301
Cypress,TX,77433,29.8836,-95.7025,3152,122803
Longview,TX,75604,32.5251,-94.799,3153,102348
Lebanon,OR,97355,44.5316,-122.8821,3154,28613
Lexington,NC,27292,35.8231,-80.262,3155,76998
Gilbert,AZ,85233,33.3354,-111.8153,3156,211167
Sedona,AZ,86336,34.8266,-111.7506,3157,17669
Godfrey,IL,62035,38.946,-90.206,3158,16494
Charleston,SC,29412,32.718,-79.9537,3159,195110
Glenbeulah,WI,53023,43.7666,-88.1049,3160,1496
Evanston,IL,60202,42.0302,-87.6865,3161,79009
Pittsburgh,PA,15213,40.444,-79.9552,3162,687276
Philadelphia,PA,19128,40.0402,-75.2231,3163,1526206
South Bend,IN,46635,41.7168,-86.2078,3164,145459
Miami,FL,33183,25.7,-80.413,3165,1737737
Cache,OK,73527,34.6131,-98.6154,3166,5184
Cibolo,TX,78108,29.575,-98.228,3167,27770
Staten Island,NY,10301,40.6316,-74.0927,3168,468730
Manchester,MA,1944,42.5796,-70.7674,3169,5136
Santa Fe,NM,87507,35.6567,-106.0152,3170,122813
Tucson,AZ,85757,32.1336,-111.0973,3171,865276
Leander,TX,78641,30.5835,-97.8575,3172,54068
Wichita,KS,67219,37.7719,-97.3175,3173,409656
Monroe,GA,30656,33.8386,-83.7104,3174,39269
Anderson,TX,77830,30.5443,-96.0018,3175,2534
Lima,NY,14485,42.9012,-77.6083,3176,4267
Fort Ashby,WV,26719,39.497,-78.7743,3177,2785
Franklin,NJ,7416,41.1164,-74.5865,3178,5781
Brooklyn,NY,11211,40.7095,-73.9563,3179,2504700
Stevens Point,WI,54482,44.5563,-89.5182,3180,38295
Lamar,PA,16848,41.2206,-77.6185,3181,319
Dallas,TX,75236,32.69,-96.9177,3182,1263321
Gorham,ME,4038,43.6843,-70.468,3183,16381
Keaau,HI,96749,19.5893,-154.9926,3184,17047
Los Angeles,CA,90032,34.0818,-118.1753,3185,2383912
Reno,NV,89502,39.4972,-119.7764,3186,276896
Colorado Springs,CO,80918,38.9129,-104.7734,3187,525713
Richland,WA,99354,46.3257,-119.3067,3188,48318
Westminster,MD,21158,39.607,-77.0294,3189,57154
Shawboro,NC,27973,36.3779,-76.0945,3190,1323
Oakdale,NE,68761,42.0536,-97.9186,3191,434
Fort Worth,TX,76116,32.723,-97.4483,3192,813980
Horseheads,NY,14845,42.1805,-76.8345,3193,20453
Morgantown,WV,26508,39.5953,-79.9229,3194,87558
Richmond Hill,NY,11418,40.6982,-73.8345,3195,36256
Carbondale,CO,81623,39.2511,-107.2044,3196,15235
Killen,AL,35645,34.9016,-87.5082,3197,14060
Tacoma,WA,98444,47.1464,-122.4572,3198,323239
Triadelphia,WV,26059,40.0699,-80.5953,3199,3082
Bethpage,NY,11714,40.74,-73.4857,3200,22658
Temple City,CA,91780,34.1016,-118.0537,3201,34332
Senoia,GA,30276,33.2845,-84.5918,3202,13866
Tishomingo,OK,73460,34.2643,-96.6675,3203,4747
Houston,TX,77094,29.7705,-95.7107,3204,2906700
Eagle Pass,TX,78852,28.7028,-100.4818,3205,53040
San Francisco,CA,94127,37.7354,-122.4571,3206,805301
Mount Shasta,CA,96067,41.3174,-122.324,3207,7165
Lake Worth,FL,33460,26.6182,-80.056,3208,215808
Albuquerque,NM,87113,35.1759,-106.6015,3209,641349
Pagosa Springs,CO,81147,37.2523,-107.0385,3210,11446
San Francisco,CA,94102,37.7813,-122.4167,3211,805301
Leonia,NJ,7605,40.8629,-73.9879,3212,8950
Newhall,CA,91321,34.3795,-118.523,3213,34882
Marana,AZ,85658,32.4305,-111.1459,3214,22873
Ridgefield,WA,98642,45.7846,-122.6934,3215,15696
Clarksville,IA,50619,42.8041,-92.6588,3216,2410
Bethel,NC,27812,35.7909,-77.3748,3217,2593
Akron,OH,44302,41.092,-81.542,3218,272134
Green Bay,WI,54311,44.4914,-87.9267,3219,179116
Montgomery,TX,77316,30.3587,-95.6857,3220,40534
Saint Louis,MO,63114,38.7023,-90.3644,3221,927396
Tyler,TX,75705,32.3766,-95.1252,3222,144160
Brownsville,TX,78521,25.9221,-97.4612,3223,195686
Monroe,LA,71203,32.553,-92.0422,3224,86622
Lakeland,FL,33805,28.072,-81.9609,3225,237282
Honokaa,HI,96727,20.0827,-155.488,3226,4878
Parker,AZ,85344,33.9677,-114.2681,3227,9147
Edna,TX,77957,28.9527,-96.6488,3228,8187
Belfast,ME,4915,44.4354,-69.0148,3229,8806
Hialeah,FL,33010,25.8325,-80.2808,3230,347944
Farmington,MI,48335,42.4617,-83.4053,3231,87927
Savannah,GA,31404,32.0543,-81.0492,3232,236823
Plano,TX,75093,33.0299,-96.7889,3233,278067
Alexander,NY,14005,42.9159,-78.2589,3234,1986
North Tonawanda,NY,14120,43.0498,-78.851,3235,45100
Scurry,TX,75158,32.4818,-96.3925,3236,4139
Tehachapi,CA,93561,35.043,-118.5022,3237,34630
Anaheim,CA,92801,33.8428,-117.9546,3238,354475
American Canyon,CA,94503,38.1668,-122.2553,3239,19681
Fremont,CA,94555,37.5735,-122.0469,3240,214112
Newcastle,CA,95658,38.8763,-121.143,3241,6285
Morganville,NJ,7751,40.3529,-74.2779,3242,19736
Crossett,AR,71635,33.156,-91.9975,3243,12348
Leesburg,IN,46538,41.3266,-85.816,3244,3867
Rockport,MA,1966,42.658,-70.6194,3245,6952
Salley,SC,29137,33.5972,-81.3184,3246,2539
Saint Paul,MN,55103,44.9608,-93.1216,3247,753116
South River,NJ,8882,40.4444,-74.3801,3248,16008
Huntington,WV,25702,38.4286,-82.3911,3249,74975
Fresno,CA,93722,36.7918,-119.8801,3250,570271
Saint George,SC,29477,33.1845,-80.5732,3251,6789
Wichita,KS,67203,37.7048,-97.3638,3252,409656
Fort Collins,CO,80526,40.5473,-105.1076,3253,175625
Savannah,GA,31405,32.0391,-81.1242,3254,236823
Glenshaw,PA,15116,40.5375,-79.9644,3255,14427
Flowery Branch,GA,30542,34.1819,-83.9024,3256,31946
Winlock,WA,98596,46.494,-122.9158,3257,6524
Norman,OK,73069,35.2204,-97.4577,3258,113857
Grand Rapids,MI,49506,42.944,-85.6213,3259,375580
Milwaukee,WI,53207,42.9751,-87.8947,3260,817312
Milton,PA,17847,41.0168,-76.8398,3261,12051
Somerville,MA,2144,42.4003,-71.1221,3262,73844
Rockledge,FL,32955,28.3134,-80.7319,3263,36374
Bernardsville,NJ,7924,40.7225,-74.5778,3264,7534
Orlando,FL,32818,28.5801,-81.4846,3265,878243
Penfield,NY,14526,43.1396,-77.456,3266,19804
Waynesboro,VA,22980,38.0774,-78.9035,3267,31451
California City,CA,93505,35.1278,-117.9651,3268,14038
Palm Springs,CA,92264,33.8018,-116.517,3269,45562
Plantersville,TX,77363,30.2969,-95.8498,3270,3269
Colfax,WI,54730,44.9993,-91.7357,3271,4903
North Charleston,SC,29418,32.893,-80.0458,3272,71702
Umatilla,OR,97882,45.8998,-119.3553,3273,7760
Pensacola,FL,32501,30.4223,-87.2248,3274,254917
Middle Village,NY,11379,40.7173,-73.8792,3275,34821
Stockton,CA,95210,38.025,-121.2972,3276,357430
Lawndale,CA,90260,33.8879,-118.351,3277,34924
Franklinville,NJ,8322,39.6156,-75.0409,3278,10524
Bohannon,VA,23021,37.3905,-76.3614,3279,345
San Antonio,TX,78201,29.4711,-98.5356,3280,1595797
College Point,NY,11356,40.7855,-73.845,3281,23438
Littleton,CO,80129,39.5397,-105.0109,3282,320420
South Gate,CA,90280,33.9462,-118.2013,3283,94396
Freeport,NY,11520,40.6536,-73.5866,3284,43341
South San Francisco,CA,94080,37.6574,-122.4235,3285,63975
Greensboro,NC,27406,36.022,-79.7821,3286,305168
Rockaway Beach,OR,97136,45.6352,-123.913,3287,1761
Islip,NY,11751,40.7348,-73.2221,3288,14961
Bethel,CT,6801,41.3813,-73.4008,3289,18581
Cromwell,CT,6416,41.6105,-72.6663,3290,14005
Whittier,CA,90601,34.0011,-118.0371,3291,189948
Burlingame,CA,94010,37.5671,-122.3676,3292,40737
Keene,NH,3431,42.9627,-72.2955,3293,25280
Haslet,TX,76052,32.9557,-97.3372,3294,15995
Chicago,IL,60655,41.6948,-87.7038,3295,2680484
Indianapolis,IN,46214,39.7924,-86.2875,3296,910148
Longview,TX,75603,32.4264,-94.7117,3297,102348
Goldsboro,NC,27534,35.3664,-77.9221,3298,72075
Clio,MI,48420,43.1779,-83.7249,3299,22078
Atlantic City,NJ,8401,39.3664,-74.4317,3300,39554
Milton,WV,25541,38.414,-82.1458,3301,9350
Taylor,WI,54659,44.2899,-91.1128,3302,1409
Hillsboro,OR,97123,45.4984,-122.957,3303,92886
Mesquite,TX,75181,32.7272,-96.5669,3304,163734
Coeur D Alene,ID,83815,47.7248,-116.789,3305,54386
Edison,NJ,8817,40.5171,-74.3973,3306,100058
Bedford,PA,15522,39.9908,-78.5261,3307,12036
Haverhill,MA,1830,42.7856,-71.0721,3308,60879
Duluth,MN,55811,46.8147,-92.1998,3309,116688
Cincinnati,OH,45252,39.2668,-84.6283,3310,795220
Las Vegas,NV,89108,36.2044,-115.2233,3311,1417793
Minneapolis,MN,55419,44.9026,-93.2886,3312,1022298
Van Buren,AR,72956,35.454,-94.3278,3313,34074
Paris,AR,72855,35.2941,-93.7265,3314,6314
Valatie,NY,12184,42.4321,-73.6683,3315,7148
Greenbush,MN,56726,48.6957,-96.1871,3316,1631
Hope,AR,71801,33.6736,-93.6068,3317,16745
Aliso Viejo,CA,92656,33.5701,-117.7086,3318,49046
Rockland,ME,4841,44.1123,-69.1139,3319,7297
Shawnee,OK,74804,35.3868,-96.9331,3320,41288
Manakin Sabot,VA,23103,37.638,-77.7077,3321,4634
Elmwood,IL,61529,40.7726,-89.9289,3322,2880
Philadelphia,MS,39350,32.7572,-89.1154,3323,24865
Houston,TX,77048,29.6321,-95.3416,3324,2906700
Sanger,TX,76266,33.3563,-97.1814,3325,13495
Russell,PA,16345,41.9461,-79.1271,3326,3543
Lima,OH,45806,40.6752,-84.1244,3327,86954
Germantown,WI,53022,43.2189,-88.1165,3328,18920
Atlanta,GA,30340,33.8932,-84.2539,3329,900273
Saint Louis,MO,63116,38.5814,-90.2625,3330,927396
Boston,KY,40107,37.7408,-85.5948,3331,2067
Meshoppen,PA,18630,41.6392,-76.0155,3332,3556
Homestead,FL,33035,25.4573,-80.4572,3333,155317
New Bedford,MA,2746,41.66,-70.9324,3334,94905
Minneapolis,MN,55407,44.9378,-93.2545,3335,1022298
Myersville,MD,21773,39.5282,-77.5513,3336,5460
Zebulon,NC,27597,35.8321,-78.3174,3337,22181
Saint Louis,MO,63118,38.5943,-90.2309,3338,927396
Kill Devil Hills,NC,27948,36.0088,-75.6757,3339,10862
Lexington,MA,2420,42.4563,-71.2166,3340,31394
Rhinelander,WI,54501,45.7045,-89.3866,3341,20019
Lancaster,TX,75134,32.6161,-96.783,3342,38269
Davis,CA,95616,38.5538,-121.7418,3343,47032
Mocksville,NC,27028,35.922,-80.537,3344,25839
Kansas City,MO,64111,39.0565,-94.5929,3345,545147
Baltimore,MD,21217,39.3064,-76.6393,3346,635495
Fort Sill,OK,73503,34.6595,-98.4004,3347,10996
Port Hueneme,CA,93041,34.1626,-119.1973,3348,23641
Batesville,IN,47006,39.3001,-85.2221,3349,11727
Astoria,NY,11105,40.7763,-73.911,3350,148476
Wylie,TX,75098,33.0041,-96.5394,3351,48197
Converse,IN,46919,40.577,-85.8763,3352,2390
Waukesha,WI,53188,43.0128,-88.2705,3353,95015
Queens Village,NY,11429,40.709,-73.7401,3354,67866
Marlborough,MA,1752,42.3509,-71.5434,3355,38499
Attleboro,MA,2703,41.9296,-71.3009,3356,43593
Cincinnati,OH,45247,39.2208,-84.6418,3357,795220
Lafayette,CA,94549,37.8961,-122.1119,3358,26864
Montezuma,GA,31063,32.3026,-84.0041,3359,5666
Mcallen,TX,78503,26.1771,-98.252,3360,131628
Williamsburg,KY,40769,36.747,-84.1394,3361,18507
Liberal,KS,67901,37.0438,-100.9286,3362,22073
Crossville,TN,38571,36.0527,-85.0138,3363,50276
King Of Prussia,PA,19406,40.0956,-75.3737,3364,23441
Reno,NV,89508,39.6781,-119.9383,3365,276896
Kimberly,WI,54136,44.2701,-88.3384,3366,6406
Woodbridge,VA,22192,38.676,-77.3163,3367,184039
Gardena,CA,90248,33.8766,-118.2835,3368,84103
Thomasville,GA,31792,30.8385,-83.9696,3369,34286
Sheboygan,WI,53083,43.8176,-87.766,3370,63491
Glastonbury,CT,6033,41.7073,-72.5727,3371,28762
Bethany,OK,73008,35.5043,-97.6399,3372,19800
Vineland,NJ,8360,39.4818,-75.0091,3373,60707
Sammamish,WA,98074,47.6254,-122.0462,3374,46463
Palm Coast,FL,32137,29.5565,-81.219,3375,79437
Mesa,AZ,85208,33.3984,-111.6513,3376,478404
Fresno,CA,93706,36.6486,-119.9987,3377,570271
Canton,OH,44709,40.8423,-81.3862,3378,192805
Newman,CA,95360,37.3097,-121.0805,3379,11712
Seattle,WA,98125,47.717,-122.3015,3380,837792
Tucson,AZ,85745,32.2434,-111.0179,3381,865276
Menomonee Falls,WI,53051,43.1602,-88.1128,3382,35651
Baltimore,MD,21212,39.3626,-76.61,3383,635495
Belle Chasse,LA,70037,29.8345,-90.0042,3384,15590
Encampment,WY,82325,41.2054,-106.7803,3385,878
Morrisville,NC,27560,35.8344,-78.8466,3386,22623
Houma,LA,70360,29.5943,-90.7548,3387,83445
Fort Worth,TX,76148,32.8621,-97.2508,3388,813980
Lombard,IL,60148,41.8721,-88.016,3389,51468
Concord,NC,28025,35.3716,-80.53,3390,104595
Oak Forest,IL,60452,41.6077,-87.7542,3391,27969
Roseville,CA,95661,38.7346,-121.234,3392,122853
Shenandoah,IA,51601,40.7581,-95.3648,3393,6025
Eustis,FL,32726,28.855,-81.6789,3394,29765
Pittsburgh,PA,15209,40.4999,-79.9739,3395,687276
Bloomfield,NJ,7003,40.8035,-74.1891,3396,47312
Albuquerque,NM,87107,35.1347,-106.6427,3397,641349
Fordoche,LA,70732,30.6576,-91.6264,3398,1178
Brownsville,TX,78520,25.9337,-97.5174,3399,195686
New Castle,PA,16101,40.9922,-80.3284,3400,55245
Chevy Chase,MD,20815,38.978,-77.082,3401,29082
Mooresville,NC,28115,35.5774,-80.8226,3402,69793
Goose Creek,SC,29445,33.058,-80.0101,3403,53588
Hayward,CA,94544,37.6374,-122.067,3404,177085
Johnstown,PA,15905,40.3072,-78.943,3405,71292
Denver,CO,80215,39.7435,-105.1009,3406,990452
Hayden,AL,35079,33.9534,-86.7455,3407,8810
Southfield,MI,48075,42.4638,-83.2255,3408,75830
Grand Bay,AL,36541,30.4983,-88.3282,3409,15647
Ellijay,GA,30540,34.6775,-84.4812,3410,25660
San Ramon,CA,94582,37.7636,-121.9155,3411,73396
Killeen,TX,76543,31.1172,-97.6651,3412,164094
Erin,TN,37061,36.3067,-87.679,3413,5153
Walden,NY,12586,41.5596,-74.1764,3414,12540
Denver,CO,80233,39.9015,-104.9407,3415,990452
Independence,IA,50644,42.4674,-91.8803,3416,8648
Champion,NE,69023,40.46,-101.7485,3417,440
Mc Clellanville,SC,29458,33.1194,-79.5074,3418,2713
Santa Cruz,CA,95060,37.0313,-122.1198,3419,97900
Fort Worth,TX,76111,32.7824,-97.3003,3420,813980
Nashville,NC,27856,35.9843,-77.9595,3421,17141
Exeter,NH,3833,42.9513,-70.9223,3422,20955
Hialeah,FL,33012,25.8654,-80.3059,3423,347944
Fort George G Meade,MD,20755,39.1059,-76.7467,3424,9302
Holdenville,OK,74848,35.0839,-96.377,3425,8326
Greenville,SC,29607,34.8285,-82.3516,3426,201862
Sheridan,OR,97378,45.0897,-123.4003,3427,8882
Plainfield,IL,60586,41.5642,-88.2178,3428,94521
Michigan City,IN,46360,41.698,-86.8699,3429,43625
Belle Vernon,PA,15012,40.1588,-79.8122,3430,15905
Midlothian,TX,76065,32.4757,-96.9936,3431,28986
Boise,ID,83714,43.7318,-116.2797,3432,255947
Bullhead City,AZ,86442,35.106,-114.5947,3433,40544
New Orleans,LA,70116,29.9686,-90.0646,3434,382333
Colorado Springs,CO,80902,38.7536,-104.8063,3435,525713
Winthrop,NY,13697,44.7583,-74.8066,3436,2281
Middletown,OH,45044,39.4182,-84.4245,3437,79273
Hazlehurst,GA,31539,31.8606,-82.5909,3438,14468
Salt Lake City,UT,84120,40.695,-112.0001,3439,594043
Anaconda,MT,59711,46.1299,-112.9739,3440,8933
Harpswell,ME,4079,43.781,-69.9955,3441,3871
Clearfield,UT,84015,41.1294,-112.0482,3442,62494
Mount Vernon,IL,62864,38.317,-88.9105,3443,24108
Louisburg,KS,66053,38.6073,-94.6829,3444,7524
Erie,PA,16508,42.0976,-80.0935,3445,187498
Hardin,MT,59034,45.7498,-107.6075,3446,5189
Clifton Springs,NY,14432,42.9632,-77.144,3447,5726
